Polarity_result
0.458,0.334,0.207,-0.5799
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.653,0.347,0.4927
0.166,0.393,0.441,0.5417
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.302,0.698,0.0,-0.3818
0.345,0.655,0.0,-0.2755
0.376,0.624,0.0,-0.8637
0.0,0.847,0.153,0.4404
0.256,0.744,0.0,-0.4767
0.0,0.684,0.316,0.5719
0.259,0.741,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.53,0.47,0.0,-0.835
0.192,0.808,0.0,-0.1695
0.0,1.0,0.0,0.0
0.203,0.797,0.0,-0.3724
0.305,0.695,0.0,-0.5893
0.311,0.689,0.0,-0.3089
0.445,0.555,0.0,-0.3412
0.211,0.68,0.109,-0.3612
0.232,0.768,0.0,-0.2755
0.0,1.0,0.0,0.0
0.0,0.68,0.32,0.5106
0.256,0.744,0.0,-0.3412
0.0,1.0,0.0,0.0
0.366,0.634,0.0,-0.6369
0.26,0.74,0.0,-0.6007
0.531,0.469,0.0,-0.5256
0.256,0.744,0.0,-0.3412
0.355,0.645,0.0,-0.296
0.236,0.764,0.0,-0.5256
0.345,0.655,0.0,-0.3875
0.0,1.0,0.0,0.0
0.0,0.753,0.247,0.5574
0.41,0.59,0.0,-0.4168
0.325,0.675,0.0,-0.5216
0.0,0.68,0.32,0.5719
0.115,0.885,0.0,-0.296
0.325,0.675,0.0,-0.3412
0.242,0.758,0.0,-0.3724
0.531,0.469,0.0,-0.5267
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.445,0.555,0.0,-0.3412
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.109,0.517,0.374,0.6808
0.0,0.752,0.248,0.4522
0.141,0.468,0.392,0.6479
0.0,0.598,0.402,0.8126
0.325,0.675,0.0,-0.3412
0.0,1.0,0.0,0.0
0.261,0.739,0.0,-0.3559
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.316,0.684,0.0,-0.4158
0.0,0.71,0.29,0.624
0.175,0.825,0.0,-0.3724
0.0,0.832,0.168,0.6653
0.115,0.885,0.0,-0.0772
0.0,0.646,0.354,0.5095
0.312,0.688,0.0,-0.2057
0.278,0.722,0.0,-0.4023
0.1,0.814,0.086,-0.0772
0.315,0.419,0.265,-0.092
0.311,0.689,0.0,-0.4023
0.0,1.0,0.0,0.0
0.0,0.704,0.296,0.666
0.0,1.0,0.0,0.0
0.282,0.718,0.0,-0.2411
0.0,1.0,0.0,0.0
0.0,0.769,0.231,0.4019
0.0,0.639,0.361,0.3089
0.0,0.775,0.225,0.4404
0.0,0.75,0.25,0.3252
0.333,0.667,0.0,-0.3597
0.16,0.84,0.0,-0.2732
0.0,0.779,0.221,0.3724
0.345,0.655,0.0,-0.2755
0.616,0.384,0.0,-0.5867
0.0,1.0,0.0,0.0
0.199,0.478,0.323,0.2579
0.0,0.623,0.377,0.7227
0.0,1.0,0.0,0.0
0.524,0.476,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.141,0.653,0.206,0.3182
0.09,0.91,0.0,-0.1511
0.297,0.703,0.0,-0.2755
0.0,1.0,0.0,0.0
0.212,0.788,0.0,-0.7684
0.172,0.828,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,0.47,0.53,0.3089
0.209,0.791,0.0,-0.2755
0.0,1.0,0.0,0.0
0.0,0.536,0.464,0.3818
0.0,1.0,0.0,0.0
0.0,0.455,0.545,0.3818
0.0,0.701,0.299,0.3724
0.132,0.689,0.179,0.1877
0.0,1.0,0.0,0.0
0.217,0.783,0.0,-0.1695
0.0,0.713,0.287,0.5598
0.259,0.741,0.0,-0.5423
0.0,0.824,0.176,0.5423
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.149,0.851,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.204,0.612,0.184,-0.0767
0.0,1.0,0.0,0.0
0.231,0.769,0.0,-0.3412
0.0,0.563,0.437,0.3252
0.0,0.7,0.3,0.4588
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.231,0.769,0.0,-0.34
0.278,0.722,0.0,-0.4023
0.0,0.707,0.293,0.4404
0.338,0.662,0.0,-0.3724
0.383,0.617,0.0,-0.4767
0.0,0.7,0.3,0.4588
0.0,0.805,0.195,0.4404
0.0,0.634,0.366,0.5367
0.318,0.682,0.0,-0.3241
0.0,1.0,0.0,0.0
0.398,0.602,0.0,-0.5106
0.0,0.519,0.481,0.6833
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
