Polarity_result
0.068,0.859,0.073,0.3909
0.131,0.783,0.087,-0.3944
0.0,0.703,0.297,0.6705
0.179,0.725,0.096,-0.5046
0.041,0.81,0.149,0.7584
0.034,0.753,0.213,0.9896
0.128,0.808,0.064,-0.3182
0.068,0.811,0.12,0.9579
0.075,0.78,0.145,0.9389
0.018,0.693,0.289,0.9646
0.029,0.856,0.116,0.9342
0.016,0.826,0.158,0.9648
0.061,0.827,0.113,0.9071
0.082,0.839,0.079,-0.0928
0.0,0.78,0.22,0.8225
0.148,0.852,0.0,-0.7389
0.039,0.854,0.107,0.9842
0.117,0.798,0.085,-0.296
0.135,0.821,0.044,-0.9593
0.138,0.748,0.114,-0.0534
0.05,0.828,0.121,0.8802
0.043,0.771,0.186,0.9577
0.0,0.618,0.382,0.9348
0.042,0.811,0.147,0.9799
0.32,0.636,0.043,-0.8807
0.147,0.751,0.102,-0.7997
0.0,0.851,0.149,0.9364
0.135,0.79,0.075,-0.8735
0.073,0.498,0.429,0.8934
0.124,0.821,0.055,-0.7984
0.071,0.806,0.123,0.8402
0.126,0.832,0.042,-0.675
0.06,0.844,0.096,0.8728
0.064,0.864,0.072,0.2742
0.0,0.765,0.235,0.9062
0.009,0.777,0.214,0.9883
0.023,0.89,0.087,0.7897
0.029,0.813,0.159,0.9969
0.0,0.782,0.218,0.5598
0.0,0.678,0.322,0.9942
0.016,0.723,0.261,0.9951
0.022,0.666,0.312,0.9792
0.0,0.732,0.268,0.9136
0.05,0.838,0.112,0.7439
0.178,0.822,0.0,-0.6476
0.0,0.939,0.061,0.6124
0.046,0.773,0.181,0.9136
0.082,0.815,0.103,0.5889
0.037,0.83,0.133,0.9872
0.107,0.843,0.05,-0.8058
0.157,0.741,0.103,-0.5911
0.061,0.834,0.105,0.9015
0.0,0.681,0.319,0.9423
0.0,0.617,0.383,0.8898
0.079,0.768,0.153,0.6791
0.03,0.75,0.22,0.9856
0.0,0.737,0.263,0.9716
0.04,0.884,0.075,0.296
0.056,0.845,0.099,0.7789
0.047,0.698,0.255,0.923
0.081,0.807,0.112,0.8969
0.051,0.876,0.073,0.2449
0.06,0.872,0.068,0.1825
0.107,0.862,0.03,-0.8442
0.028,0.884,0.088,0.6106
0.133,0.618,0.249,0.6249
0.0,0.829,0.171,0.7184
0.049,0.691,0.26,0.8613
0.148,0.699,0.153,-0.1855
0.0,0.64,0.36,0.7351
0.022,0.849,0.129,0.8523
0.061,0.939,0.0,-0.296
0.013,0.744,0.243,0.9965
0.0,1.0,0.0,0.0
0.075,0.796,0.129,0.8836
0.038,0.636,0.326,0.9282
0.0,0.753,0.247,0.9299
0.034,0.688,0.277,0.9842
0.135,0.822,0.043,-0.6131
0.156,0.723,0.121,-0.228
0.039,0.83,0.131,0.9832
0.0,0.779,0.221,0.9472
0.079,0.762,0.159,0.9687
0.069,0.848,0.082,0.6814
0.279,0.721,0.0,-0.8576
0.148,0.789,0.063,-0.7885
0.068,0.714,0.218,0.9692
0.0,0.835,0.165,0.8518
0.027,0.898,0.075,0.7599
0.086,0.714,0.2,0.6474
0.016,0.798,0.185,0.9477
0.0,0.491,0.509,0.8846
0.065,0.839,0.096,0.8238
0.0,1.0,0.0,0.0
0.12,0.751,0.129,-0.1993
0.078,0.672,0.25,0.9894
0.113,0.832,0.054,-0.6908
0.0,0.951,0.049,0.3182
0.0,0.783,0.217,0.9319
0.0,0.861,0.139,0.8684
0.06,0.833,0.107,0.7875
0.075,0.511,0.414,0.927
0.058,0.792,0.15,0.8402
0.117,0.81,0.073,-0.5104
0.173,0.586,0.241,0.5826
0.068,0.834,0.098,0.4678
0.017,0.916,0.067,0.7351
0.117,0.84,0.043,-0.9209
0.057,0.867,0.076,0.654
0.204,0.717,0.079,-0.8271
0.023,0.905,0.071,0.7589
0.061,0.903,0.036,-0.4356
0.058,0.771,0.17,0.9947
