Polarity_result
0.0,0.206,0.794,0.8271
0.445,0.555,0.0,-0.3412
0.34,0.66,0.0,-0.5574
0.093,0.585,0.322,0.6908
0.0,0.728,0.272,0.6249
0.392,0.523,0.085,-0.6908
0.282,0.718,0.0,-0.2411
0.0,0.81,0.19,0.5719
0.0,0.494,0.506,0.6249
0.0,0.328,0.672,0.6249
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.116,0.884,0.0,-0.3875
0.0,1.0,0.0,0.0
0.19,0.503,0.307,0.2732
0.391,0.609,0.0,-0.5423
0.0,0.323,0.677,0.2716
0.0,1.0,0.0,0.0
0.314,0.686,0.0,-0.3952
0.345,0.655,0.0,-0.2755
0.412,0.588,0.0,-0.1027
0.0,0.345,0.655,0.5859
0.0,0.5,0.5,0.4588
0.0,0.496,0.504,0.7964
0.0,1.0,0.0,0.0
0.0,0.706,0.294,0.5777
0.0,1.0,0.0,0.0
0.0,0.601,0.399,0.8074
0.0,0.796,0.204,0.5984
0.451,0.549,0.0,-0.6249
0.0,0.857,0.143,0.3612
0.0,0.667,0.333,0.3612
0.37,0.63,0.0,-0.7074
0.0,0.734,0.266,0.7391
0.0,0.706,0.294,0.3612
0.0,1.0,0.0,0.0
0.0,0.58,0.42,0.4404
0.271,0.625,0.104,-0.6124
0.0,0.642,0.358,0.5994
0.714,0.286,0.0,-0.3612
0.0,1.0,0.0,0.0
0.249,0.751,0.0,-0.5116
0.297,0.621,0.082,-0.683
0.0,0.588,0.412,0.8271
0.421,0.579,0.0,-0.8402
0.0,0.828,0.172,0.3612
0.5,0.5,0.0,-0.79
0.0,0.707,0.293,0.4404
0.0,0.874,0.126,0.0772
0.159,0.841,0.0,-0.5267
0.0,0.877,0.123,0.4215
0.0,1.0,0.0,0.0
0.0,0.572,0.428,0.5777
0.277,0.723,0.0,-0.7293
0.0,0.566,0.434,0.3182
0.0,0.339,0.661,0.9136
0.175,0.735,0.089,-0.3657
0.0,0.8,0.2,0.3612
0.0,0.811,0.189,0.6369
