Polarity_result
0.144,0.691,0.164,0.8705
0.08,0.736,0.184,0.9594
0.187,0.771,0.042,-0.9058
0.114,0.646,0.24,0.6434
0.141,0.817,0.042,-0.6124
0.191,0.718,0.09,-0.5859
0.112,0.754,0.133,0.6728
0.105,0.747,0.149,0.7558
0.166,0.743,0.091,-0.8136
0.031,0.969,0.0,-0.2023
0.053,0.773,0.173,0.8748
0.084,0.836,0.08,0.2862
0.0,0.845,0.155,0.765
0.22,0.659,0.121,-0.9371
0.153,0.749,0.098,-0.9483
0.091,0.814,0.095,0.0859
0.144,0.55,0.306,0.9404
0.072,0.848,0.08,0.2537
0.2,0.664,0.135,-0.761
0.102,0.811,0.086,-0.0334
0.08,0.774,0.145,0.4797
0.192,0.712,0.096,-0.9523
0.048,0.952,0.0,-0.6369
0.154,0.739,0.108,-0.791
0.142,0.781,0.077,-0.6249
0.098,0.823,0.078,-0.25
0.129,0.613,0.257,0.6697
0.059,0.792,0.149,0.9265
0.135,0.797,0.068,-0.8008
0.341,0.659,0.0,-0.835
0.078,0.873,0.05,-0.2944
0.226,0.733,0.041,-0.886
0.19,0.716,0.094,-0.7108
0.0,0.56,0.44,0.8807
0.149,0.802,0.05,-0.3818
0.0,0.62,0.38,0.8481
0.213,0.752,0.036,-0.8995
0.0,0.673,0.327,0.8074
0.0,1.0,0.0,0.0
0.117,0.883,0.0,-0.7351
0.046,0.736,0.219,0.872
0.026,0.874,0.1,0.7759
0.178,0.758,0.064,-0.8396
0.126,0.536,0.338,0.7717
0.112,0.726,0.162,0.2247
0.039,0.861,0.1,0.4939
0.0,0.541,0.459,0.9501
0.053,0.492,0.455,0.8625
0.0,0.799,0.201,0.743
0.07,0.93,0.0,-0.2732
0.0,0.87,0.13,0.8
0.0,0.631,0.369,0.9062
0.27,0.73,0.0,-0.9754
0.21,0.517,0.272,0.4872
0.0,0.697,0.303,0.95
0.241,0.725,0.034,-0.7906
0.181,0.672,0.147,-0.6461
0.269,0.629,0.103,-0.8913
0.0,0.612,0.388,0.9664
0.042,0.745,0.213,0.9734
0.234,0.552,0.214,-0.2591
0.0,0.845,0.155,0.5574
0.148,0.56,0.292,0.7121
0.058,0.6,0.343,0.9062
0.0,0.65,0.35,0.7951
0.065,0.559,0.376,0.875
0.0,0.562,0.438,0.8979
0.087,0.913,0.0,-0.6597
0.159,0.841,0.0,-0.5267
0.0,0.494,0.506,0.9468
0.191,0.591,0.218,0.25
0.142,0.674,0.184,0.6249
0.153,0.757,0.09,-0.8078
0.046,0.683,0.271,0.9216
0.032,0.77,0.198,0.7543
0.0,0.878,0.122,0.3612
0.088,0.833,0.079,-0.3102
0.051,0.732,0.218,0.8625
0.0,0.727,0.273,0.9776
0.029,0.801,0.169,0.76
0.188,0.65,0.162,0.0772
0.0,0.667,0.333,0.9184
0.0,0.621,0.379,0.891
0.0,0.503,0.497,0.9306
0.024,0.694,0.282,0.9355
0.0,0.718,0.282,0.6705
0.0,0.841,0.159,0.34
0.0,0.711,0.289,0.8669
0.0,0.846,0.154,0.4939
0.063,0.807,0.13,0.3049
0.095,0.489,0.416,0.9035
0.111,0.824,0.065,-0.197
0.0,0.621,0.379,0.7717
0.072,0.798,0.13,0.6873
0.0,0.721,0.279,0.7893
0.0,0.528,0.472,0.891
0.073,0.682,0.245,0.5859
0.0,0.621,0.379,0.9253
0.0,0.837,0.163,0.4404
0.0,0.579,0.421,0.8576
0.055,0.613,0.331,0.91
0.159,0.759,0.083,-0.2732
0.092,0.517,0.391,0.7351
0.138,0.785,0.077,-0.9489
0.185,0.651,0.164,-0.099
0.0,0.778,0.222,0.5719
0.122,0.715,0.163,0.2006
0.0,0.756,0.244,0.7003
0.0,0.436,0.564,0.9747
0.0,0.816,0.184,0.7269
0.119,0.881,0.0,-0.6115
0.0,0.645,0.355,0.8999
0.0,0.842,0.158,0.7184
0.0,0.614,0.386,0.8313
0.169,0.618,0.214,0.2263
0.0,0.673,0.327,0.8807
0.0,0.662,0.338,0.9228
0.083,0.917,0.0,-0.7239
0.064,0.85,0.086,0.296
0.038,0.65,0.312,0.9348
0.0,0.632,0.368,0.9246
0.0,0.847,0.153,0.4404
0.0,0.689,0.311,0.9313
0.203,0.797,0.0,-0.7506
0.111,0.775,0.114,0.2716
0.0,0.921,0.079,0.4404
0.103,0.468,0.429,0.9705
0.107,0.553,0.34,0.7096
0.155,0.731,0.114,-0.2263
0.037,0.711,0.252,0.9669
0.113,0.701,0.186,0.4939
0.168,0.727,0.105,-0.3612
0.07,0.842,0.088,0.2247
0.113,0.728,0.159,0.0644
0.209,0.532,0.259,0.3197
0.107,0.722,0.171,0.6293
0.0,0.635,0.365,0.7845
0.223,0.748,0.029,-0.9134
0.066,0.757,0.177,0.99
0.2,0.598,0.202,0.0516
0.227,0.543,0.23,0.0187
0.072,0.759,0.169,0.9394
0.184,0.816,0.0,-0.6369
0.0,0.521,0.479,0.93
0.0,0.49,0.51,0.9392
0.262,0.625,0.113,-0.5849
0.086,0.803,0.111,0.3102
0.179,0.821,0.0,-0.8402
0.0,0.825,0.175,0.6486
0.128,0.748,0.124,-0.0478
0.144,0.659,0.198,0.6249
0.111,0.612,0.277,0.8251
0.0,0.667,0.333,0.8748
